policy,schd_time,sensors,start_soc,end_soc,exed,exe_time,priority,info
DynaES,2017-06-13 16:00:00,"['ec1', 'ph1', 'orp1']",1777.8573349999988,1647.8573349999988,True,2017-06-13 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T12:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-13 17:00:00,['tm1'],1679.2034738888876,1629.2034738888876,True,2017-06-13 17:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T17:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 2.0, 'priority': 1.0}}",[]
DynaES,2017-06-13 20:00:00,"['tm1', 'ec1', 'ph1']",1633.7404647222208,1523.7404647222208,True,2017-06-13 20:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T20:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T20:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T20:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T16:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-13 23:00:00,"['tm1', 'orp1']",1515.4071313888874,1425.4071313888874,True,2017-06-13 23:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T23:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-13T20:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-13T20:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T23:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-14 01:00:00,"['ec1', 'ph1']",1419.8515758333317,1329.8515758333317,True,2017-06-14 01:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-13T23:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T01:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T01:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T23:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-14 03:00:00,['tm1'],1324.296020277776,1274.296020277776,True,2017-06-14 03:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T03:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T01:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T01:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-13T23:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-14 07:00:00,"['ec1', 'ph1', 'orp1']",1281.429168999998,1151.429168999998,True,2017-06-14 07:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T03:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-14 08:00:00,['tm1'],1172.83414122222,1122.83414122222,True,2017-06-14 08:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T08:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 2.0, 'priority': 1.0}}",[]
DynaES,2017-06-14 11:00:00,"['tm1', 'ec1', 'ph1']",1297.81714122222,1187.81714122222,True,2017-06-14 11:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T11:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T11:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T07:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-14 14:00:00,"['tm1', 'orp1']",1343.50338622222,1253.50338622222,True,2017-06-14 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T11:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T11:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T14:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-14 17:00:00,"['ec1', 'ph1']",1294.9761162222196,1204.9761162222196,True,2017-06-14 17:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T14:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T17:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T17:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T14:00:00', 'time_gap': 4.0, 'priority': 2.0}}",[]
DynaES,2017-06-14 19:00:00,['tm1'],1207.3317478333306,1157.3317478333306,True,2017-06-14 19:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T19:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T17:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T17:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T14:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-14 23:00:00,"['ec1', 'ph1', 'orp1']",1146.436644388886,1016.436644388886,True,2017-06-14 23:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-14T19:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-15 00:00:00,['tm1'],1013.6588666111081,963.6588666111081,True,2017-06-15 00:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T00:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 2.0, 'priority': 1.0}}",[]
DynaES,2017-06-15 04:00:00,"['tm1', 'ec1', 'ph1']",952.5477554999968,842.5477554999968,True,2017-06-15 04:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-14T23:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-15 07:00:00,['orp1'],845.3533539999967,775.3533539999967,True,2017-06-15 07:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T07:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-15 09:00:00,['tm1'],860.734248444441,810.734248444441,True,2017-06-15 09:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T09:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 6.0, 'priority': 3.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T04:00:00', 'time_gap': 6.0, 'priority': 6.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T07:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-15 12:00:00,"['ec1', 'ph1']",1018.4636151111076,928.4636151111076,True,2017-06-15 12:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T09:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T12:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T12:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T07:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-15 14:00:00,['tm1'],1006.296949555552,956.296949555552,True,2017-06-15 14:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T14:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T12:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T12:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T07:00:00', 'time_gap': 8.0, 'priority': 4.0}}",[]
DynaES,2017-06-15 18:00:00,"['ec1', 'ph1', 'orp1']",1082.0862534444404,952.0862534444404,True,2017-06-15 18:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T14:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-15 19:00:00,['tm1'],953.7938948333293,903.7938948333293,True,2017-06-15 19:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T19:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 2.0, 'priority': 1.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 2.0, 'priority': 2.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 2.0, 'priority': 1.0}}",[]
DynaES,2017-06-15 23:00:00,"['tm1', 'ec1', 'ph1']",892.794486722218,782.794486722218,True,2017-06-15 23:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-15T18:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-16 02:00:00,['orp1'],774.4611533888846,704.4611533888846,True,2017-06-16 02:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T02:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-16 04:00:00,['tm1'],698.9055978333289,648.9055978333289,True,2017-06-16 04:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T04:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 6.0, 'priority': 3.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-15T23:00:00', 'time_gap': 6.0, 'priority': 6.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T02:00:00', 'time_gap': 3.0, 'priority': 1.5}}",[]
DynaES,2017-06-16 07:00:00,"['ec1', 'ph1']",655.659282166662,565.659282166662,True,2017-06-16 07:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T04:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T02:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-16 09:00:00,['tm1'],648.6445099444396,598.6445099444396,True,2017-06-16 09:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T09:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T02:00:00', 'time_gap': 8.0, 'priority': 4.0}}",[]
DynaES,2017-06-16 13:00:00,['orp1'],808.0604321666616,738.0604321666616,True,2017-06-16 13:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T09:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 7.0, 'priority': 3.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T07:00:00', 'time_gap': 7.0, 'priority': 7.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T13:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-16 16:00:00,"['tm1', 'ec1', 'ph1']",804.8347204999948,694.8347204999948,True,2017-06-16 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T13:00:00', 'time_gap': 4.0, 'priority': 2.0}}",[]
DynaES,2017-06-16 19:00:00,"['tm1', 'orp1']",724.4119528333279,634.4119528333279,True,2017-06-16 19:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T19:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T16:00:00', 'time_gap': 4.0, 'priority': 2.0}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T16:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T19:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-16 22:00:00,"['ec1', 'ph1']",626.1954783333277,536.1954783333277,True,2017-06-16 22:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-16T19:00:00', 'time_gap': 4.0, 'priority': 4.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T22:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T22:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T19:00:00', 'time_gap': 4.0, 'priority': 2.0}}",[]
DynaES,2017-06-17 00:00:00,['tm1'],530.6399227777721,480.6399227777721,True,2017-06-17 00:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-17T00:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-16T22:00:00', 'time_gap': 3.0, 'priority': 1.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-16T22:00:00', 'time_gap': 3.0, 'priority': 3.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-16T19:00:00', 'time_gap': 6.0, 'priority': 3.0}}",[]
DynaES,2017-06-17 04:00:00,"['ec1', 'ph1', 'orp1']",469.528811666661,339.528811666661,True,2017-06-17 04:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-17T00:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 1.0, 'priority': 0.5}}",[]
DynaES,2017-06-17 08:00:00,['tm1'],340.33132855555,290.33132855555,True,2017-06-17 08:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-17T08:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 5.0, 'priority': 2.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 5.0, 'priority': 2.5}}",[]
DynaES,2017-06-17 16:00:00,"['ec1', 'ph1']",430.17589449999446,340.17589449999446,True,2017-06-17 16:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-17T08:00:00', 'time_gap': 9.0, 'priority': 9.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-17T16:00:00', 'time_gap': 1.0, 'priority': 0.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-17T16:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 13.0, 'priority': 6.5}}",[]
DynaES,2017-06-17 20:00:00,['tm1'],335.06818155555004,285.06818155555004,True,2017-06-17 20:00:01,"{'tm1': {'consum': 20, 'ideal_interval': 1, 'last_used_time': '2017-06-17T20:00:00', 'time_gap': 1.0, 'priority': 1.0}, 'ec1': {'consum': 20, 'ideal_interval': 2, 'last_used_time': '2017-06-17T16:00:00', 'time_gap': 5.0, 'priority': 2.5}, 'ph1': {'consum': 40, 'ideal_interval': 1, 'last_used_time': '2017-06-17T16:00:00', 'time_gap': 5.0, 'priority': 5.0}, 'orp1': {'consum': 40, 'ideal_interval': 2, 'last_used_time': '2017-06-17T04:00:00', 'time_gap': 17.0, 'priority': 8.5}}",[]
